24366,1297
33945,972
22416,575
45745,1276
1156,799
23286,53
20379,1576
10550,702
27066,547
34042,1055
21045,83
1156,458
5767,780
27106,1674
29436,677
0,1136
15032,866
32692,1144
49592,1659
48660,1478
25055,701
41935,1786
16668,1115
24361,1381
34618,1847
43338,443
33432,444
27580,62
20379,1199
48102,1045
46710,702
6250,493
24399,470
36450,1754
28790,1735
28332,155
43446,478
36115,360
24743,844
13733,1096
10611,647
48084,897
8769,181
34618,676
41583,532
6049,115
51095,1108
24368,1846
47193,360
16930,491
35327,1320
8152,444
24743,1242
51521,864
4679,1227
32305,100
20440,1713
45754,417
22641,1166
36658,1410
16668,1202
3224,1082
10317,1755
14071,34
1156,1086
9976,580
45745,1787
24182,203
23178,1920
23744,312
44009,156
39484,776
22622,360
3606,459
33461,859
10060,676
44019,470
19519,314
9001,1779
32436,13
48774,646
36708,1745
39572,1620
14761,973
47161,1816
45389,144
41299,182
281,1783
9107,218
15969,1414
44227,1769
5877,190
51607,1810
22615,401
35119,1499
42987,719
22697,34
29426,919
29706,833
4353,1804
22641,42
43132,419
18007,1191
51744,1753
29774,754
23182,816
26208,168
22641,1588
1169,327
22641,813
48403,1317
24911,1659
19814,401
45395,218
3137,785
44468,1922
16303,632
30899,915
24881,1420
30841,293
36708,1875
40160,452
52040,1659
15133,1767
17220,549
9749,1761
21006,737
29528,156
7485,1836
34327,388
31041,941
28031,401
9034,744
21535,81
49321,1003
27408,1437
40415,1489
44258,270
24366,1027
51095,1184
22641,240
10446,145
20379,1537
36708,320
22412,1340
25423,549
16747,1811
5767,1656
22641,1518
37038,382
37107,1392
31283,268
4790,426
20094,643
26939,952
23589,186
18520,527
24881,829
6303,1459
4920,1921
43739,500
8900,1389
12601,1316
39308,1800
42255,583
34618,1113
23776,1920
46710,206
28459,638
40415,1426
44431,156
0,1622
36193,865
41583,565
45741,1325
24361,1361
38260,1720
14725,229
9171,968
32642,780
4679,1748
28642,1838
48698,10
22851,181
15308,245
37515,694
888,1583
24361,968
13240,916
35558,831
13246,500
50785,1274
49714,407
26375,1853
26518,473
45745,1536
32960,790
16357,1844
39420,468
25879,532
51095,1278
50848,387
37494,701
8384,644
39791,1541
9001,31
41180,1815
40732,972
12713,1176
21411,589
45745,1035
49690,1426
37107,1104
4184,1609
13082,1733
33061,1721
24743,387
34618,1285
29484,1103
43744,526
12723,1804
46920,736
50664,478
14295,163
10017,154
35327,1070
33820,1056
41215,30
32426,821
16170,739
22795,1800
17948,635
5061,1056
1518,875
12259,721
20570,856
29538,743
24361,1098
8026,1165
28350,158
1755,1225
17165,514
32519,926
39471,1733
30747,16
1156,298
48617,12
41880,181
20821,921
10619,793
49742,1901
34618,1034
39140,1296
11339,1800
51095,1277
20552,1761
4778,1444
48102,1430
31544,1252
45556,8
8432,492
28801,1370
25011,1522
48939,544
24743,1666
25830,1148
30329,1057
17948,583
2110,245
49360,1704
17866,1520
46603,460
19676,1720
24743,409
24366,1555
22641,583
44907,1890
27471,6
36770,884
25351,463
16064,1557
40582,861
4679,971
550,1869
24881,324
14114,478
7633,1902
52386,204
3918,22
39582,289
4972,405
22675,1015
16360,50
49690,1545
25562,1611
39757,1577
30329,1300
26776,895
0,600
29551,810
45953,10
1987,84
20846,314
40203,1817
5269,1901
42811,680
27338,1824
48102,1503
18231,743
29865,1914
11994,1730
23723,1464
38746,1502
32237,168
45741,75
0,879
5639,590
11514,805
48929,1858
32243,694
4679,172
26332,1586
29386,1457
8633,1705
37421,1147
14451,669
13611,1858
38111,926
20255,156
1739,218
23639,282
36623,1721
16360,1872
24268,62
13246,468
36934,360
23445,737
1156,1365
44139,134
48918,518
36708,1670
1104,419
48515,1673
10037,230
37421,1326
9485,79
39406,1793
30747,1228
34740,371
7543,218
2773,168
6303,1411
8961,1627
826,463
30329,1414
24743,383
20552,147
32486,457
29569,1691
33360,1814
8604,22
26406,534
40422,218
32566,835
49068,1676
16408,151
41068,546
51489,980
51609,1541
37516,205
32566,1277
15969,1096
15084,1739
20379,1865
34618,1297
24361,1308
23273,154
1313,884
52374,1697
39757,1155
2647,1270
31053,268
22641,789
32566,1708
24366,1231
38251,65
14485,478
2126,1426
20845,1329
39700,356
47219,1808
39535,762
15922,478
46710,417
1156,1014
30747,1720
46063,156
49456,1751
43238,1355
22641,1625
41215,1716
8072,861
39946,1834
4679,1312
24881,1379
26664,353
5542,41
48102,1570
27955,1810
905,3
26599,491
9932,465
24743,540
5175,1103
35897,939
33647,199
16187,812
12082,156
13550,1399
36708,1586
23273,632
49690,1473
39585,664
1880,703
10547,1701
35627,1921
36708,848
49956,407
4679,230
20986,558
4778,1314
35715,1906
17397,542
23350,1754
30329,1575
22641,549
35779,883
4679,152
24881,376
25109,1013
1631,689
34557,786
46844,1056
0,1855
46949,268
10847,1642
25562,202
15042,1901
9910,115
33045,1911
33045,749
19537,1228
15518,1646
4679,1567
6303,1612
12542,1922
36708,427
34383,546
1156,875
40684,168
18948,180
39972,544
27838,642
34618,603
17987,1921
782,13
42506,867
7237,1875
39757,1505
18194,572
27580,419
27580,205
15288,1021
17303,829
42605,843
30790,1277
46642,67
17866,1482
27408,1408
24366,1310
14761,20
49191,926
17553,1703
48205,752
3785,536
24409,1742
0,1100
48869,168
36708,1399
13550,1586
24881,106
19156,910
24743,275
34042,1082
46710,90
1618,333
27541,1733
24366,1368
30425,331
39803,1271
44341,1391
44672,827
13550,442
50462,1422
12610,181
42811,696
49541,753
16309,1479
10135,743
13039,492
25751,737
43971,83
33678,1833
11568,1640
23287,842
31693,40
24442,1257
7430,175
14761,1710
45279,533
42997,21
23178,491
28411,33
7619,297
42811,1293
29582,1133
18734,218
23434,360
38649,83
20292,1737
33045,1228
37107,1203
31387,462
16730,967
51677,218
50855,1809
38260,1240
5175,1204
22641,605
26902,1902
22758,1793
4372,1163
21713,1489
24191,218
29832,809
27408,1066
16309,1114
27540,77
41617,579
35617,1455
34532,82
34200,1718
8107,1742
9783,259
32566,1443
40987,1240
17866,735
6750,39
40057,499
36341,1315
18511,21
10225,1848
44085,419
19133,1489
38599,468
17194,65
45741,1908
1561,965
37145,67
16232,1112
36182,1165
43613,1431
19581,1620
44356,47
42257,1802
14207,219
49692,457
30899,382
21993,1902
15716,40
0,1534
49272,1408
28746,523
13859,1795
16507,1507
35768,1733
22392,970
9543,736
9792,391
17529,1883
16930,1622
49272,1289
1156,1475
37949,1716
13807,760
24361,626
24361,808
16309,1530
0,488
13821,109
14250,755
18231,2
39757,1070
22299,1203
30329,1362
30899,1815
46256,1451
39958,1737
14611,521
37059,1922
50836,340
0,817
17866,1351
31482,1388
1156,508
45741,12
34618,1881
37215,508
8781,1494
21541,679
22577,398
26826,418
29484,1777
49782,883
4778,1546
40732,34
48437,442
33231,156
21914,154
28801,1000
3459,1927
29139,487
19445,501
4955,109
13550,687
6611,1039
32786,109
5008,326
37006,784
28332,1922
8685,743
48403,1101
3235,541
41215,1556
32643,1300
3312,1692
13550,1325
39484,376
48660,1046
24361,1218
35617,1560
11473,1674
45652,1034
4488,883
36708,1715
18422,546
15340,527
24002,832
51137,187
24361,1719
23922,929
32258,115
31071,2
30179,168
21265,1263
18231,509
11895,1827
35282,192
20717,895
27408,1202
1250,124
36507,750
24881,1168
13300,1525
25011,1238
40243,1541
35617,1117
9409,180
25011,1620
0,1360
20552,619
4522,989
4184,1792
49068,1785
43766,1642
4415,1729
26166,105
12666,1817
49584,1902
6432,926
16453,448
43638,514
30421,1793
7465,1806
22675,1540
25415,926
15969,1065
14315,424
49690,1532
32629,1103
2439,218
3068,1855
46282,170
48403,1472
1180,44
17866,1106
4679,1396
46710,119
36708,425
45217,866
36736,811
48102,1392
46710,1327
10595,281
37902,442
32228,35
37208,536
15934,1549
29142,1792
17087,171
26791,156
46215,204
31532,1815
38591,267
3593,269
37948,792
46710,198
41215,448
